airbnb_url,address,proof_1,proof_2,proof_3
https://www.airbnb.com/rooms/1663793149099777815,11 GOVERNMENT RD,https://www.zillow.com/homedetails/11-Government-Rd-Savannah-GA-31406/14137789_zpid/,,
https://www.airbnb.com/rooms/53239342,110 CEDARBROOK DR,https://www.zillow.com/homedetails/110-Cedarbrook-Dr-Savannah-GA-31405/14145975_zpid/,,
https://www.airbnb.com/rooms/1443704520834078207,1107 WILMINGTON ISLAND RD,https://www.realtor.com/realestateandhomes-detail/M5978320508,,
https://www.airbnb.com/rooms/1596097849186394259,1112 Walthour Rd,https://www.realtor.com/rentals/details/M5722228951,,
https://www.airbnb.com/rooms/1670994864646084800,112 WILLOW LAKES CT,https://www.realtor.com/realestateandhomes-detail/112-Willow-Lakes-Ct_Savannah_GA_31419_M60801-84103,,
https://www.airbnb.com/rooms/1718120700026544653,113 WASSAW RD,https://www.zillow.com/homedetails/113-Wassaw-Rd-Savannah-GA-31410/14127835_zpid/,,
https://www.airbnb.com/rooms/775617601208217877,1159 Mobley Dr,https://www.realtor.com/realestateandhomes-detail/M6181643491,,
https://www.airbnb.com/rooms/1444979338433950679,12 SKINNER PL,"https://www.google.com/maps/place/Skinner+Pl,+Georgia+31406/@32.0003293,-81.0648455,8a,75y,283.91h,69.78t/data=!3m7!1e1!3m5!1sI9frrAC6KRExNgw3eJE2pw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.223185175782433%26panoid%3DI9frrAC6KRExNgw3eJE2pw%26yaw%3D283.9112944326411!7i3328!8i1664!4m6!3m5!1s0x88fb767cb1753941:0x2d656e2fe5f79d0!8m2!3d32.0004188!4d-81.0645577!16s%2Fg%2F1tfl11n8?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D",,
https://www.airbnb.com/rooms/1444979453933093428,12 SKINNER PL,"https://www.google.com/maps/place/Skinner+Pl,+Georgia+31406/@32.0003293,-81.0648455,8a,75y,283.91h,69.78t/data=!3m7!1e1!3m5!1sI9frrAC6KRExNgw3eJE2pw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.223185175782433%26panoid%3DI9frrAC6KRExNgw3eJE2pw%26yaw%3D283.9112944326411!7i3328!8i1664!4m6!3m5!1s0x88fb767cb1753941:0x2d656e2fe5f79d0!8m2!3d32.0004188!4d-81.0645577!16s%2Fg%2F1tfl11n8?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D",,
https://www.airbnb.com/rooms/1642931684048285492,124 RED FOX DR,https://www.realtor.com/realestateandhomes-detail/M5603731355,https://www.sagis.org/?page=SAGIS-Viewer#data_s=id%3AdataSource_8-199a02b313a-layer-63-1999fe017ec-layer-9%3A27470,https://www.chathamtax.org/PT/Datalets/PrintDatalet.aspx?pin=11004E03052&gsp=PRC&taxyear=2026&jur=000&ownseq=0&card=1&roll=RE&State=1&item=1&items=-1&all=undefined&ranks=Datalet
https://www.airbnb.com/rooms/1169095003030419604,13 Sheftall Cv,https://www.realtor.com/realestateandhomes-detail/M5631411849,,
https://www.airbnb.com/rooms/1732655397247819306,131 Ropemaker Ln,"https://www.google.com/maps/place/131+Ropemaker+Ln,+Savannah,+GA+31410/@32.0408729,-81.0029196,49m/data=!3m1!1e3!4m6!3m5!1s0x88fb9d5945d25671:0x438b50438be11f7a!8m2!3d32.0408809!4d-81.0028303!16s%2Fg%2F11kpjzzkhj?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D",,
https://www.airbnb.com/rooms/1249401925190667358,134 Ropemaker Ln,https://www.realtor.com/realestateandhomes-detail/M5956929857,,
https://www.airbnb.com/rooms/1009653716845164300,15 Mapmaker Ln,https://www.realtor.com/realestateandhomes-detail/15-Mapmaker-Ln_Savannah_GA_31410_M59889-78568,,
https://www.airbnb.com/rooms/766806947333977454,15 SUNCREST BLVD,https://www.realtor.com/realestateandhomes-detail/M5561948133,,
https://www.airbnb.com/rooms/1013978100453102215,150 Ropemaker Ln,"150 Ropemaker Ln, Savannah, GA 31410 | Realtor.com�",,
https://www.airbnb.com/rooms/1602134286905350999,159 FINN CIR,https://www.zillow.com/homedetails/159-Finn-Cir-Savannah-GA-31419/52970061_zpid/,,
https://www.airbnb.com/rooms/1249390264246650931,17 ROPEMAKER CT,https://www.google.com/maps/place/17+Ropemaker+Ct,https://www.realtor.com/realestateandhomes-detail/M5942619735,
https://www.airbnb.com/rooms/1005047621950063603,18 Mapmaker Ln,https://www.realtor.com/realestateandhomes-detail/M5958979484,,
https://www.airbnb.com/rooms/29370183,19 OYSTER CATCHER LN,https://www.zillow.com/homedetails/19-Oyster-Catcher-Ln-Savannah-GA-31410/14131420_zpid/,,
https://www.airbnb.com/rooms/1633450725667409559,19 STETSON DR,https://www.zillow.com/homedetails/19-Stetson-Dr-Savannah-GA-31419/349532773_zpid/,https://www.apartments.com/19-stetson-dr-savannah-ga/6ql0xdv/,
https://www.airbnb.com/rooms/1005701019393960890,203 Mapmaker Ln,https://www.realtor.com/realestateandhomes-detail/203-Mapmaker-Ln_Savannah_GA_31410_M60320-95263,,
https://www.airbnb.com/rooms/33210992,2086 GROVE POINT RD,https://rs.locationshub.com/Home/LocationDetail?rsLocationId=085-10152986,,
https://www.airbnb.com/rooms/802192031681350863,21 ANGEL OAKS DR,https://www.realtor.com/realestateandhomes-detail/21-Angel-Oaks-Dr_Savannah_GA_31410_M58139-77702,,
https://www.airbnb.com/rooms/931067419890308247,214 PRESERVATION DR,https://www.realtor.com/realestateandhomes-detail/214-Preservation-Dr_Savannah_GA_31419_M67612-33723,,
https://www.airbnb.com/rooms/1444979225364060737,222 LAURELWOOD DR,https://www.zillow.com/homedetails/222-Laurelwood-Dr-Savannah-GA-31419/14149098_zpid/,,
https://www.airbnb.com/rooms/706598502774942158,234A OATLAND ISLAND RD,https://www.realtor.com/realestateandhomes-detail/M9446135733,,
https://www.airbnb.com/rooms/630197397184597220,234a Oatland Island Rd,https://www.realtor.com/realestateandhomes-detail/M9446135733,,
https://www.airbnb.com/rooms/50155225,235 BUCKHALTER RD,https://www.realtor.com/realestateandhomes-detail/235-Buckhalter-Rd_Savannah_GA_31405_M55555-64284,,
https://www.airbnb.com/rooms/1511665113645217940,3 Doe Tail Ct,https://www.realtor.com/realestateandhomes-detail/M6718273062,,
https://www.airbnb.com/rooms/1511316409509577602,302 Larbre Rd,https://www.realtor.com/realestateandhomes-detail/M5752637960,,
https://www.airbnb.com/rooms/730336617510666551,310 penrose drive,https://www.realtor.com/realestateandhomes-detail/M5921229084,,
https://www.airbnb.com/rooms/1568406203760849656?modal=PHOTO_TOUR_SCROLLABLE,3305 whatley ave,https://www.redfin.com/GA/Savannah/3305-Whatley-Ave-31404/home/122353859,,
https://www.airbnb.com/rooms/1066817842172394156,35 Deerwood Rd,https://www.realtor.com/realestateandhomes-detail/M5890559214,,
https://www.airbnb.com/rooms/45435531,350 PENROSE DR,https://www.realtor.com/realestateandhomes-detail/M6140762752,,
https://www.airbnb.com/rooms/1444979120980853299,4 rivermist ln,https://www.realtor.com/realestateandhomes-detail/M5386649139,,
https://www.airbnb.com/rooms/1047398678982660638,5 Bradford Cv,https://www.realtor.com/realestateandhomes-detail/M5722713409,,
https://www.airbnb.com/rooms/729785390948342007,512 POINTE SOUTH DR,https://www.zillow.com/homedetails/512-Pointe-South-Dr-Savannah-GA-31410/14125331_zpid/,,
https://www.airbnb.com/rooms/1196629954914027512,518 Pointe North Dr,https://www.realtor.com/realestateandhomes-detail/M5029306016,,
https://www.airbnb.com/rooms/920470079693526816,6 LAKE DR,https://www.realtor.com/realestateandhomes-detail/6-Lake-Dr_Savannah_GA_31410_M56838-45031,,
https://www.airbnb.com/rooms/1466067497779364200,6 Silver Leaf Ct,https://www.realtor.com/realestateandhomes-detail/6-Silver-Leaf-Ct_Savannah_GA_31406_M65588-86626,,
https://www.airbnb.com/rooms/639198406449105039,633 WHIPPOORWILL RD,https://www.realtor.com/realestateandhomes-detail/633-Whippoorwill-Rd_Savannah_GA_31410_M63929-01000,,
https://www.airbnb.com/rooms/863034671652150540,7612 LYNES CT,https://www.realtor.com/realestateandhomes-detail/7612-Lynes-Ct_Savannah_GA_31406_M65757-30832,,
https://www.airbnb.com/rooms/945600683169907452,805 BETZ CREEK RD,https://www.realtor.com/realestateandhomes-detail/805-Betz-Creek-Rd_Savannah_GA_31410_M53892-95021,,
https://www.airbnb.com/rooms/51849799,9110 ferguson ave,https://www.realtor.com/realestateandhomes-detail/M6752110538,,
https://www.airbnb.com/rooms/695550406897286691,174 pen rose dr,https://maps.app.goo.gl/xsfpKaWq6k17xJpM8,https://maps.app.goo.gl/KuitmWFFsWxKvpCY9,
https://www.airbnb.com/rooms/673866830350270344,7 pelican cove,https://maps.app.goo.gl/r8zUHwmPGE7cbdePA,,
https://www.airbnb.com/rooms/1473297608530008424,27 bryan woods cir,https://maps.app.goo.gl/rjorWzxVdkART2bS7,,
https://www.airbnb.com/rooms/569325174256314434,170 penrose dr,https://maps.app.goo.gl/piNQU7ctoemYG68G8,,
